qid,docid,docno,rank,score,query
1037798,7246122,7246122,54,20.50139236450196,who is robert gray
1037798,2836650,2836650,55,20.494335174560547,who is robert gray
1037798,3068304,3068304,56,20.4805908203125,who is robert gray
1037798,2868740,2868740,57,20.466495513916016,who is robert gray
1037798,7604811,7604811,58,20.4320125579834,who is robert gray
1037798,3673843,3673843,59,20.369525909423828,who is robert gray
1037798,6024054,6024054,60,20.311952590942383,who is robert gray
1037798,6315876,6315876,61,20.308338165283203,who is robert gray
1037798,2094540,2094540,62,20.304340362548828,who is robert gray
1037798,2865341,2865341,63,20.2747802734375,who is robert gray
1037798,3353328,3353328,64,20.261598587036133,who is robert gray
1037798,8760864,8760864,65,20.257497787475582,who is robert gray
1037798,3506344,3506344,66,20.256248474121094,who is robert gray
1037798,2484337,2484337,67,20.19928741455078,who is robert gray
1037798,923295,923295,68,20.19566535949707,who is robert gray
1037798,2032698,2032698,69,20.19429397583008,who is robert gray
1037798,8568391,8568391,70,20.164424896240234,who is robert gray
1037798,2970895,2970895,71,20.13260269165039,who is robert gray
1037798,7604815,7604815,72,20.119441986083984,who is robert gray
1037798,4436245,4436245,73,20.08578109741211,who is robert gray
1037798,104282,104282,74,20.08194351196289,who is robert gray
1037798,5403030,5403030,75,20.04228782653809,who is robert gray
1037798,4095286,4095286,76,20.026927947998047,who is robert gray
1037798,2836657,2836657,77,20.024394989013672,who is robert gray
1037798,2436890,2436890,78,20.017719268798828,who is robert gray
1037798,2360249,2360249,79,20.013051986694336,who is robert gray
1037798,7473860,7473860,80,20.00189781188965,who is robert gray
1037798,2360251,2360251,81,19.98254776000977,who is robert gray
1037798,2688104,2688104,82,19.952125549316406,who is robert gray
1037798,1532715,1532715,83,19.92547416687012,who is robert gray
1037798,2704259,2704259,84,19.922908782958984,who is robert gray
1037798,7953352,7953352,85,19.917781829833984,who is robert gray
1037798,3245239,3245239,86,19.913349151611328,who is robert gray
1037798,7419282,7419282,87,19.91158103942871,who is robert gray
1037798,2699723,2699723,88,19.896663665771484,who is robert gray
1037798,3756963,3756963,89,19.89480209350586,who is robert gray
1037798,7953357,7953357,90,19.89139747619629,who is robert gray
1037798,8760870,8760870,91,19.8896598815918,who is robert gray
1037798,7168793,7168793,92,19.870718002319336,who is robert gray
1037798,2836655,2836655,93,19.857898712158203,who is robert gray
1037798,6202756,6202756,94,19.85552215576172,who is robert gray
1037798,52632,52632,95,19.84335327148437,who is robert gray
1037798,7473862,7473862,96,19.842098236083984,who is robert gray
1037798,13686,13686,97,19.840709686279297,who is robert gray
1037798,7282846,7282846,98,19.832565307617188,who is robert gray
1037798,3353332,3353332,99,19.82579040527344,who is robert gray
104861,2497738,2497738,0,25.097579956054688,cost of interior concrete flooring
104861,5703400,5703400,1,24.071165084838867,cost of interior concrete flooring
104861,5703401,5703401,2,23.52548599243164,cost of interior concrete flooring
104861,6124839,6124839,3,23.25155639648437,cost of interior concrete flooring
104861,5138474,5138474,4,23.162010192871094,cost of interior concrete flooring
104861,442613,442613,5,23.06275177001953,cost of interior concrete flooring
104861,5186092,5186092,6,23.021265029907227,cost of interior concrete flooring
104861,5054790,5054790,7,23.009498596191406,cost of interior concrete flooring
104861,5138469,5138469,8,23.00732421875,cost of interior concrete flooring
104861,1811410,1811410,9,22.98168563842773,cost of interior concrete flooring
104861,442611,442611,10,22.91488265991211,cost of interior concrete flooring
104861,8362428,8362428,11,22.8951358795166,cost of interior concrete flooring
104861,4456991,4456991,12,22.88951301574707,cost of interior concrete flooring
104861,6658615,6658615,13,22.828266143798828,cost of interior concrete flooring
104861,8495099,8495099,14,22.80315589904785,cost of interior concrete flooring
104861,1304632,1304632,15,22.7976131439209,cost of interior concrete flooring
104861,1490515,1490515,16,22.75649642944336,cost of interior concrete flooring
104861,1474382,1474382,17,22.718795776367188,cost of interior concrete flooring
104861,459676,459676,18,22.71305084228516,cost of interior concrete flooring
104861,2046832,2046832,19,22.697927474975582,cost of interior concrete flooring
104861,5054791,5054791,20,22.679338455200195,cost of interior concrete flooring
104861,8273715,8273715,21,22.66971969604492,cost of interior concrete flooring
104861,442612,442612,22,22.63097381591797,cost of interior concrete flooring
104861,1975362,1975362,23,22.61219024658203,cost of interior concrete flooring
104861,6924183,6924183,24,22.579906463623047,cost of interior concrete flooring
104861,6182482,6182482,25,22.56859588623047,cost of interior concrete flooring
104861,7195371,7195371,26,22.54271697998047,cost of interior concrete flooring
104861,3196563,3196563,27,22.51105499267578,cost of interior concrete flooring
104861,4037946,4037946,28,22.4914608001709,cost of interior concrete flooring
104861,8482612,8482612,29,22.48278045654297,cost of interior concrete flooring
104861,5636784,5636784,30,22.451078414916992,cost of interior concrete flooring
104861,5356025,5356025,31,22.44758987426757,cost of interior concrete flooring
104861,6736374,6736374,32,22.44467163085937,cost of interior concrete flooring
104861,7204477,7204477,33,22.415260314941406,cost of interior concrete flooring
104861,8469399,8469399,34,22.40866470336914,cost of interior concrete flooring
104861,5778135,5778135,35,22.38228416442871,cost of interior concrete flooring
104861,5638344,5638344,36,22.371557235717773,cost of interior concrete flooring
104861,3667872,3667872,37,22.363168716430664,cost of interior concrete flooring
104861,6182483,6182483,38,22.36039924621582,cost of interior concrete flooring
104861,1567102,1567102,39,22.31088638305664,cost of interior concrete flooring
104861,5340891,5340891,40,22.306053161621094,cost of interior concrete flooring
104861,6641182,6641182,41,22.28174591064453,cost of interior concrete flooring
104861,5959528,5959528,42,22.235855102539062,cost of interior concrete flooring
104861,4096318,4096318,43,22.229232788085938,cost of interior concrete flooring
104861,1238360,1238360,44,22.20583724975586,cost of interior concrete flooring
104861,1483745,1483745,45,22.19527053833008,cost of interior concrete flooring
104861,2377050,2377050,46,22.16617202758789,cost of interior concrete flooring
104861,3196405,3196405,47,22.109771728515625,cost of interior concrete flooring
104861,5138476,5138476,48,22.08537673950196,cost of interior concrete flooring
104861,3443176,3443176,49,22.067184448242188,cost of interior concrete flooring
104861,311408,311408,50,22.04126167297364,cost of interior concrete flooring
104861,3780737,3780737,51,22.023950576782227,cost of interior concrete flooring
104861,6447443,6447443,52,22.01860809326172,cost of interior concrete flooring
104861,2305813,2305813,53,22.01858139038086,cost of interior concrete flooring
104861,4268475,4268475,54,22.00951766967773,cost of interior concrete flooring
104861,7773872,7773872,55,21.995906829833984,cost of interior concrete flooring
104861,1892667,1892667,56,21.97377014160156,cost of interior concrete flooring
104861,3873693,3873693,57,21.93465042114257,cost of interior concrete flooring
104861,6051800,6051800,58,21.9282283782959,cost of interior concrete flooring
104861,3783024,3783024,59,21.92542266845703,cost of interior concrete flooring
104861,6351571,6351571,60,21.92021369934082,cost of interior concrete flooring
104861,8033310,8033310,61,21.915191650390625,cost of interior concrete flooring
104861,5138468,5138468,62,21.91057014465332,cost of interior concrete flooring
104861,5706271,5706271,63,21.89507293701172,cost of interior concrete flooring
104861,4986348,4986348,64,21.88726806640625,cost of interior concrete flooring
104861,5998459,5998459,65,21.883560180664062,cost of interior concrete flooring
104861,8137836,8137836,66,21.866771697998047,cost of interior concrete flooring
104861,8308101,8308101,67,21.84689140319824,cost of interior concrete flooring
104861,5816333,5816333,68,21.843486785888672,cost of interior concrete flooring
104861,2916898,2916898,69,21.82906723022461,cost of interior concrete flooring
104861,5483490,5483490,70,21.81207275390625,cost of interior concrete flooring
104861,4881974,4881974,71,21.811124801635746,cost of interior concrete flooring
104861,3416818,3416818,72,21.805694580078125,cost of interior concrete flooring
104861,2638509,2638509,73,21.79935836791992,cost of interior concrete flooring
104861,459675,459675,74,21.79204559326172,cost of interior concrete flooring
104861,4223386,4223386,75,21.78218650817871,cost of interior concrete flooring
104861,6584357,6584357,76,21.768665313720703,cost of interior concrete flooring
104861,3410088,3410088,77,21.765092849731445,cost of interior concrete flooring
104861,1474386,1474386,78,21.758554458618164,cost of interior concrete flooring
104861,7963637,7963637,79,21.73894119262696,cost of interior concrete flooring
104861,146170,146170,80,21.7353515625,cost of interior concrete flooring
104861,3721471,3721471,81,21.72686767578125,cost of interior concrete flooring
104861,311823,311823,82,21.725982666015625,cost of interior concrete flooring
104861,8250604,8250604,83,21.721153259277344,cost of interior concrete flooring
104861,7773874,7773874,84,21.718706130981445,cost of interior concrete flooring
104861,6463255,6463255,85,21.71470832824707,cost of interior concrete flooring
104861,6170512,6170512,86,21.70699691772461,cost of interior concrete flooring
104861,6518053,6518053,87,21.70254898071289,cost of interior concrete flooring
104861,5312770,5312770,88,21.69851493835449,cost of interior concrete flooring
104861,2407273,2407273,89,21.69119453430176,cost of interior concrete flooring
104861,5138471,5138471,90,21.690502166748047,cost of interior concrete flooring
104861,1979541,1979541,91,21.68207740783692,cost of interior concrete flooring
104861,3381628,3381628,92,21.68181610107422,cost of interior concrete flooring
104861,2046835,2046835,93,21.6733341217041,cost of interior concrete flooring
104861,4017858,4017858,94,21.663543701171875,cost of interior concrete flooring
104861,5513854,5513854,95,21.623401641845703,cost of interior concrete flooring
104861,6641183,6641183,96,21.62127685546875,cost of interior concrete flooring
104861,2983450,2983450,97,21.608585357666016,cost of interior concrete flooring
104861,5488314,5488314,98,21.589500427246094,cost of interior concrete flooring
104861,7707026,7707026,99,21.57868194580078,cost of interior concrete flooring
1063750,1923500,1923500,0,16.200366973876953,why did the us volunterilay enter ww1
1063750,1300452,1300452,1,15.99891471862793,why did the us volunterilay enter ww1
1063750,4337532,4337532,2,15.948321342468262,why did the us volunterilay enter ww1
1063750,8438480,8438480,3,15.882271766662598,why did the us volunterilay enter ww1
1063750,7778351,7778351,4,15.727632522583008,why did the us volunterilay enter ww1
1063750,3547678,3547678,5,15.469098091125488,why did the us volunterilay enter ww1
1063750,4337527,4337527,6,15.43852996826172,why did the us volunterilay enter ww1
1063750,4337526,4337526,7,15.216275215148926,why did the us volunterilay enter ww1
1063750,2104302,2104302,8,15.19334888458252,why did the us volunterilay enter ww1
1063750,2104297,2104297,9,15.152997016906738,why did the us volunterilay enter ww1
1063750,5442711,5442711,10,15.149538040161133,why did the us volunterilay enter ww1
1063750,3959834,3959834,11,15.011960983276367,why did the us volunterilay enter ww1
1063750,340266,340266,12,14.91994857788086,why did the us volunterilay enter ww1
1063750,7952971,7952971,13,14.867547988891602,why did the us volunterilay enter ww1
1063750,7778348,7778348,14,14.851760864257812,why did the us volunterilay enter ww1
1063750,4158202,4158202,15,14.807525634765623,why did the us volunterilay enter ww1
1063750,8631390,8631390,16,14.796588897705078,why did the us volunterilay enter ww1
1063750,5331835,5331835,17,14.774791717529297,why did the us volunterilay enter ww1
1063750,2405275,2405275,18,14.769699096679688,why did the us volunterilay enter ww1
1063750,4980298,4980298,19,14.737589836120604,why did the us volunterilay enter ww1
1063750,2569816,2569816,20,14.727203369140623,why did the us volunterilay enter ww1
1063750,983109,983109,21,14.716497421264648,why did the us volunterilay enter ww1
1063750,2690935,2690935,22,14.594125747680664,why did the us volunterilay enter ww1
1063750,7778349,7778349,23,14.553842544555664,why did the us volunterilay enter ww1
1063750,2104296,2104296,24,14.553074836730955,why did the us volunterilay enter ww1
1063750,5053942,5053942,25,14.539840698242188,why did the us volunterilay enter ww1
1063750,4413305,4413305,26,14.525700569152832,why did the us volunterilay enter ww1
1063750,6568940,6568940,27,14.524663925170898,why did the us volunterilay enter ww1
1063750,4476060,4476060,28,14.519216537475586,why did the us volunterilay enter ww1
1063750,4182563,4182563,29,14.48720359802246,why did the us volunterilay enter ww1
1063750,1540167,1540167,30,14.46320629119873,why did the us volunterilay enter ww1
1063750,2104299,2104299,31,14.43060302734375,why did the us volunterilay enter ww1
1063750,4995802,4995802,32,14.42462158203125,why did the us volunterilay enter ww1
1063750,3765642,3765642,33,14.409829139709473,why did the us volunterilay enter ww1
1063750,1469200,1469200,34,14.404047012329102,why did the us volunterilay enter ww1
1063750,711559,711559,35,14.382207870483398,why did the us volunterilay enter ww1
1063750,983111,983111,36,14.377521514892578,why did the us volunterilay enter ww1
1063750,2787250,2787250,37,14.374629974365234,why did the us volunterilay enter ww1
1063750,4703723,4703723,38,14.373979568481444,why did the us volunterilay enter ww1
1063750,8640242,8640242,39,14.365633010864258,why did the us volunterilay enter ww1
1063750,8184526,8184526,40,14.35494613647461,why did the us volunterilay enter ww1
1063750,2250946,2250946,41,14.343908309936523,why did the us volunterilay enter ww1
1063750,6235346,6235346,42,14.337065696716309,why did the us volunterilay enter ww1
1063750,3633198,3633198,43,14.335240364074709,why did the us volunterilay enter ww1
1063750,7420088,7420088,44,14.304494857788086,why did the us volunterilay enter ww1
1063750,6995956,6995956,45,14.285890579223633,why did the us volunterilay enter ww1
1063750,5665244,5665244,46,14.282898902893066,why did the us volunterilay enter ww1
1063750,2470328,2470328,47,14.279338836669922,why did the us volunterilay enter ww1
1063750,1074552,1074552,48,14.277376174926758,why did the us volunterilay enter ww1
1063750,8384971,8384971,49,14.254683494567873,why did the us volunterilay enter ww1
1063750,819284,819284,50,14.238880157470703,why did the us volunterilay enter ww1
1063750,819285,819285,51,14.2290678024292,why did the us volunterilay enter ww1
1063750,4844354,4844354,52,14.19911003112793,why did the us volunterilay enter ww1
1063750,8198717,8198717,53,14.168689727783203,why did the us volunterilay enter ww1
1063750,3994446,3994446,54,14.159324645996094,why did the us volunterilay enter ww1
1063750,6596029,6596029,55,14.099288940429688,why did the us volunterilay enter ww1
1063750,6093904,6093904,56,14.075265884399414,why did the us volunterilay enter ww1
1063750,4433498,4433498,57,14.073012351989746,why did the us volunterilay enter ww1
1063750,6318577,6318577,58,14.05467128753662,why did the us volunterilay enter ww1
1063750,514938,514938,59,14.048870086669922,why did the us volunterilay enter ww1
1063750,3699902,3699902,60,14.040014266967772,why did the us volunterilay enter ww1
1063750,3699898,3699898,61,14.039680480957031,why did the us volunterilay enter ww1
1063750,4765260,4765260,62,14.021337509155272,why did the us volunterilay enter ww1
1063750,1247457,1247457,63,14.00351333618164,why did the us volunterilay enter ww1
1063750,8198718,8198718,64,13.999473571777344,why did the us volunterilay enter ww1
1063750,7422110,7422110,65,13.992462158203123,why did the us volunterilay enter ww1
1063750,1623406,1623406,66,13.98924160003662,why did the us volunterilay enter ww1
1063750,819283,819283,67,13.98821258544922,why did the us volunterilay enter ww1
1063750,5026396,5026396,68,13.987110137939451,why did the us volunterilay enter ww1
1063750,6053863,6053863,69,13.986677169799805,why did the us volunterilay enter ww1
1063750,4460902,4460902,70,13.986154556274414,why did the us volunterilay enter ww1
1063750,5452982,5452982,71,13.985979080200195,why did the us volunterilay enter ww1
1063750,5937604,5937604,72,13.98259735107422,why did the us volunterilay enter ww1
1063750,6411201,6411201,73,13.980220794677734,why did the us volunterilay enter ww1
1063750,4127580,4127580,74,13.977190971374512,why did the us volunterilay enter ww1
1063750,8050583,8050583,75,13.977027893066406,why did the us volunterilay enter ww1
1063750,4476064,4476064,76,13.974370956420898,why did the us volunterilay enter ww1
1063750,1998556,1998556,77,13.968536376953123,why did the us volunterilay enter ww1
1063750,4469198,4469198,78,13.960275650024414,why did the us volunterilay enter ww1
1063750,1181627,1181627,79,13.954988479614258,why did the us volunterilay enter ww1
1063750,2752191,2752191,80,13.948358535766602,why did the us volunterilay enter ww1
1063750,4105632,4105632,81,13.931528091430664,why did the us volunterilay enter ww1
1063750,195087,195087,82,13.920812606811523,why did the us volunterilay enter ww1
1063750,7243997,7243997,83,13.914344787597656,why did the us volunterilay enter ww1
1063750,2391460,2391460,84,13.913763046264648,why did the us volunterilay enter ww1
1063750,2690308,2690308,85,13.909782409667969,why did the us volunterilay enter ww1
1063750,2838283,2838283,86,13.904315948486328,why did the us volunterilay enter ww1
1063750,2240113,2240113,87,13.903249740600586,why did the us volunterilay enter ww1
1063750,2822617,2822617,88,13.898494720458984,why did the us volunterilay enter ww1
1063750,2930038,2930038,89,13.894279479980469,why did the us volunterilay enter ww1
1063750,3561734,3561734,90,13.894006729125977,why did the us volunterilay enter ww1
1063750,8336706,8336706,91,13.893930435180664,why did the us volunterilay enter ww1
1063750,5057642,5057642,92,13.88851261138916,why did the us volunterilay enter ww1
1063750,6707820,6707820,93,13.870848655700684,why did the us volunterilay enter ww1
1063750,2982351,2982351,94,13.864511489868164,why did the us volunterilay enter ww1
1063750,6660984,6660984,95,13.851959228515623,why did the us volunterilay enter ww1
1063750,3699916,3699916,96,13.851423263549805,why did the us volunterilay enter ww1
1063750,3841796,3841796,97,13.847049713134766,why did the us volunterilay enter ww1
1063750,1526349,1526349,98,13.834388732910156,why did the us volunterilay enter ww1
1063750,3198340,3198340,99,13.823723793029783,why did the us volunterilay enter ww1
1103812,8220086,8220086,0,25.37936019897461,who formed the commonwealth of independent states
1103812,8220089,8220089,1,25.330108642578125,who formed the commonwealth of independent states
1103812,3940091,3940091,2,24.76055908203125,who formed the commonwealth of independent states
1103812,8220085,8220085,3,24.332836151123047,who formed the commonwealth of independent states
1103812,8220087,8220087,4,23.99359130859375,who formed the commonwealth of independent states
1103812,3843267,3843267,5,23.91925048828125,who formed the commonwealth of independent states
1103812,1659852,1659852,6,23.38982582092285,who formed the commonwealth of independent states
1103812,2332189,2332189,7,23.16538619995117,who formed the commonwealth of independent states
1103812,1659850,1659850,8,23.04317092895508,who formed the commonwealth of independent states
1103812,8220081,8220081,9,22.93500518798828,who formed the commonwealth of independent states
1103812,8157968,8157968,10,22.930625915527344,who formed the commonwealth of independent states
1103812,8293805,8293805,11,22.82806396484375,who formed the commonwealth of independent states
1103812,8224183,8224183,12,22.80139923095703,who formed the commonwealth of independent states
1103812,6289840,6289840,13,22.77836227416992,who formed the commonwealth of independent states
1103812,2750961,2750961,14,22.4180908203125,who formed the commonwealth of independent states
1103812,3843271,3843271,15,22.30195617675781,who formed the commonwealth of independent states
1103812,8220088,8220088,16,21.99905586242676,who formed the commonwealth of independent states
1103812,1614303,1614303,17,21.963838577270508,who formed the commonwealth of independent states
1103812,4292848,4292848,18,21.83258056640625,who formed the commonwealth of independent states
1103812,5974245,5974245,19,21.73255157470703,who formed the commonwealth of independent states
1103812,2945096,2945096,20,21.66206741333008,who formed the commonwealth of independent states
1103812,4401695,4401695,21,21.64826202392578,who formed the commonwealth of independent states
1103812,1214791,1214791,22,21.5395622253418,who formed the commonwealth of independent states
1103812,3773618,3773618,23,21.497901916503903,who formed the commonwealth of independent states
1103812,3843264,3843264,24,21.4234561920166,who formed the commonwealth of independent states
1103812,8224175,8224175,25,21.39244079589844,who formed the commonwealth of independent states
1103812,3843270,3843270,26,21.266281127929688,who formed the commonwealth of independent states
1103812,5372063,5372063,27,21.20095634460449,who formed the commonwealth of independent states
1103812,2602247,2602247,28,21.19719314575196,who formed the commonwealth of independent states
1103812,7965773,7965773,29,21.109355926513672,who formed the commonwealth of independent states
1103812,3331022,3331022,30,21.08349609375,who formed the commonwealth of independent states
1103812,865879,865879,31,21.02902603149414,who formed the commonwealth of independent states
1103812,1602354,1602354,32,21.012226104736328,who formed the commonwealth of independent states
1103812,292717,292717,33,20.96699523925781,who formed the commonwealth of independent states
1103812,7242599,7242599,34,20.96493911743164,who formed the commonwealth of independent states
1103812,2509086,2509086,35,20.92905044555664,who formed the commonwealth of independent states
1103812,7873020,7873020,36,20.92147827148437,who formed the commonwealth of independent states
1103812,737450,737450,37,20.91278839111328,who formed the commonwealth of independent states
1103812,7755205,7755205,38,20.89787673950196,who formed the commonwealth of independent states
1103812,4567912,4567912,39,20.892719268798828,who formed the commonwealth of independent states
1103812,190061,190061,40,20.891447067260746,who formed the commonwealth of independent states
1103812,7755206,7755206,41,20.79098892211914,who formed the commonwealth of independent states
1103812,3122424,3122424,42,20.782947540283203,who formed the commonwealth of independent states
1103812,7341153,7341153,43,20.766387939453125,who formed the commonwealth of independent states
1103812,3708772,3708772,44,20.75723648071289,who formed the commonwealth of independent states
1103812,4963038,4963038,45,20.71201705932617,who formed the commonwealth of independent states
1103812,3122425,3122425,46,20.706172943115234,who formed the commonwealth of independent states
1103812,3843263,3843263,47,20.6975326538086,who formed the commonwealth of independent states
1103812,2226743,2226743,48,20.69721794128418,who formed the commonwealth of independent states
1103812,3277638,3277638,49,20.6815185546875,who formed the commonwealth of independent states
1103812,6317132,6317132,50,20.63793563842773,who formed the commonwealth of independent states
1103812,2703108,2703108,51,20.625076293945312,who formed the commonwealth of independent states
1103812,5976811,5976811,52,20.62022018432617,who formed the commonwealth of independent states
1103812,292721,292721,53,20.601619720458984,who formed the commonwealth of independent states
1103812,4584679,4584679,54,20.598876953125,who formed the commonwealth of independent states
1103812,2945095,2945095,55,20.595821380615234,who formed the commonwealth of independent states
1103812,6103245,6103245,56,20.57759094238281,who formed the commonwealth of independent states
1103812,4130119,4130119,57,20.51022720336914,who formed the commonwealth of independent states
1103812,3843266,3843266,58,20.50433921813965,who formed the commonwealth of independent states
1103812,4861941,4861941,59,20.47808074951172,who formed the commonwealth of independent states
1103812,6312077,6312077,60,20.472023010253903,who formed the commonwealth of independent states
1103812,5372066,5372066,61,20.445560455322266,who formed the commonwealth of independent states
1103812,292719,292719,62,20.4389762878418,who formed the commonwealth of independent states
1103812,484648,484648,63,20.4388370513916,who formed the commonwealth of independent states
1103812,4331707,4331707,64,20.43307876586914,who formed the commonwealth of independent states
1103812,3591090,3591090,65,20.404693603515625,who formed the commonwealth of independent states
1103812,3990415,3990415,66,20.36056137084961,who formed the commonwealth of independent states
1103812,6604321,6604321,67,20.35528945922852,who formed the commonwealth of independent states
1103812,6230372,6230372,68,20.354766845703125,who formed the commonwealth of independent states
1103812,2750965,2750965,69,20.345458984375,who formed the commonwealth of independent states
1103812,4124202,4124202,70,20.33722877502441,who formed the commonwealth of independent states
1103812,1679945,1679945,71,20.31538963317871,who formed the commonwealth of independent states
1103812,1631015,1631015,72,20.29891014099121,who formed the commonwealth of independent states
1103812,1294072,1294072,73,20.29850006103516,who formed the commonwealth of independent states
1103812,6220881,6220881,74,20.270267486572266,who formed the commonwealth of independent states
1103812,5976804,5976804,75,20.26729202270508,who formed the commonwealth of independent states
1103812,7246728,7246728,76,20.26621437072754,who formed the commonwealth of independent states
1103812,4824831,4824831,77,20.25718307495117,who formed the commonwealth of independent states
1103812,4791698,4791698,78,20.24655532836914,who formed the commonwealth of independent states
1103812,8801790,8801790,79,20.23618698120117,who formed the commonwealth of independent states
1103812,6220880,6220880,80,20.231502532958984,who formed the commonwealth of independent states
1103812,5976805,5976805,81,20.22187614440918,who formed the commonwealth of independent states
1103812,3672737,3672737,82,20.21176147460937,who formed the commonwealth of independent states
1103812,7280672,7280672,83,20.20069122314453,who formed the commonwealth of independent states
1103812,2250580,2250580,84,20.196186065673828,who formed the commonwealth of independent states
1103812,1139826,1139826,85,20.19533348083496,who formed the commonwealth of independent states
1103812,5241372,5241372,86,20.193641662597656,who formed the commonwealth of independent states
1103812,5190505,5190505,87,20.1795654296875,who formed the commonwealth of independent states
1103812,3677289,3677289,88,20.178993225097656,who formed the commonwealth of independent states
1103812,5757954,5757954,89,20.166698455810547,who formed the commonwealth of independent states
1103812,6569474,6569474,90,20.160964965820312,who formed the commonwealth of independent states
1103812,3559148,3559148,91,20.09838485717773,who formed the commonwealth of independent states
1103812,961775,961775,92,20.09752082824707,who formed the commonwealth of independent states
1103812,2095082,2095082,93,20.09294509887696,who formed the commonwealth of independent states
1103812,868008,868008,94,20.08465576171875,who formed the commonwealth of independent states
1103812,2790080,2790080,95,20.07982635498047,who formed the commonwealth of independent states
1103812,4472291,4472291,96,20.079233169555664,who formed the commonwealth of independent states
1103812,2250950,2250950,97,20.067771911621094,who formed the commonwealth of independent states
1103812,8755009,8755009,98,20.049610137939453,who formed the commonwealth of independent states
1103812,5201198,5201198,99,20.04791641235352,who formed the commonwealth of independent states
1106007,1334336,1334336,0,27.959287643432617,define visceral
1106007,2960558,2960558,1,27.705984115600582,define visceral
1106007,1334335,1334335,2,27.699121475219727,define visceral
1106007,2960563,2960563,3,27.678417205810547,define visceral
1106007,1334328,1334328,4,27.650707244873047,define visceral
1106007,4173709,4173709,5,27.648332595825195,define visceral
1106007,4173712,4173712,6,27.59832763671875,define visceral
1106007,8521673,8521673,7,27.51153945922852,define visceral
1106007,1334330,1334330,8,27.22617721557617,define visceral
1106007,2464375,2464375,9,27.088680267333984,define visceral
1106007,4004173,4004173,10,26.67355728149414,define visceral
1106007,7685385,7685385,11,26.429994583129883,define visceral
1106007,8204457,8204457,12,26.254016876220703,define visceral
1106007,5204544,5204544,13,26.05660629272461,define visceral
1106007,7685380,7685380,14,25.6873779296875,define visceral
1106007,746358,746358,15,25.25094413757324,define visceral
1106007,7685382,7685382,16,25.17905616760254,define visceral
1106007,7685388,7685388,17,25.12556838989257,define visceral
1106007,5780388,5780388,18,24.92369079589844,define visceral
1106007,2960566,2960566,19,24.804244995117188,define visceral
